id,Source,Target,Reference,Orig-Nasal-As-Line,Orig-Nasal-As-Tilde
2547,wèxs e' ye'r be' ã chèmĩ tö,como yo te lo digo que,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,wè̱s e' ye'r be' a̱ chèmi̱ tö,
2548,ie' dawè dör tãîxë,ella tiene mucha enfermedad,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ie' dawè dör ta̱î̱ë,
2549,ie' dawè tsikírkẽ se' wóqkir ã se' yík péq ie,"la enfermedad de ella nace es en la cabeza , sangre en la naríz",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ie' dawè tsikírke̱ se' wö́kir a̱ se' yík pë́ ie,
2550,mã ie' dawè tsikírkẽ se' ã sãméx,entonces la efermedad de ella es llaga,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ma̱ ie' dawè tsikírke̱ se' a̱ sa̱mé̱,
2551,be' éxn ã ĩàxnã,usted sabe,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,be' é̱n a̱ i̱à̱na̱,
2552,kàl wö ienẽ,en granos,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,kàl wö iene̱,
2553,kàl wö ienẽ,en granos,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,kàl wö iene̱,
2554,ie',ella,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ie',
2555,ie' dawè tsikírkẽ mã se' chál wòqtërkẽ,la enfermedad que nace de ella es el taqueo de la orine,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ie' dawè tsikírke̱ ma̱ se' chál wö̀tërke̱,
2556,ie' dawè tsikírkẽ mã se' kòqwö ã se' kòqwö áxrkẽwa se' kòqwö daléqrkẽwã bòq èq,"la enfermedad de ella es en la columna , en la columna ese se desprende nosotros nos dolemos intenso",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ie' dawè tsikírke̱ ma̱ se' kö̀wö a̱ se' kö̀wö á̱rke̱wa se' kö̀wö dalë́rke̱wa̱ bö̀ ë̀,
2557,ie' dawè tsikírkẽ se' ák ã shùx ã,la enfermedad de ella nace es en los riñones adentro,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ie' dawè tsikírke̱ se' ák a̱ shù̱ a̱,
2558,se' shùx daléqrkẽ wã,nosotros nos dolemos el estómago,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,se' shù̱ dalë́rke̱ wa̱,
2559,shùx ã,adentro,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,shù̱ a̱,
2560,e's ie' e's ie' se' ujtèkẽwã,"así ella , así ella nos mata",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,e's ie' e's ie' se' ujtèke̱wa̱,
2561,"kèq se' wã e' daléq tsèqna ĩã tã "" ya "" se' ujtèwã irir","no aguantamos eso , y ya nos mata",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,"kë̀ se' wa̱ e' dalë́ tsë̀na i̱a̱ ta̱ ""ya"" se' ujtèwa̱ irir",
2562,mã e's ie' ské ie' ské se' yéqwa e' tã,entonces así ella se benga de nosotros,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ma̱ e's ie' ské ie' ské se' yë́wa e' ta̱,
2563,blë'këkëpa se' kapèye tã se' bua'nãnẽ,"los mayores nos curan , y nos curamos",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,blëʼkëkëpa se' kapèye ta̱ se' bua'na̱ne̱,
2564,kèq ie' kapé tã,ella no tiene remedio,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,kë̀ ie' kapé ta̱,
2565,"kèq ie' kapé tã "" pero """,no tiene remedio pero,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,"kë̀ ie' kapé ta̱ ""pero""",
2566,se' ẽ' dalèqnã ĩã e' tã blë'këkëpa wéx wã i sĩwéx ujchẽn e' tã e' tã ie'pa i kékã,"nosotros si nos queremos entonces hay mayores que saben la cura , entonces ellos los cura",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,se' e̱' dalë̀na̱ i̱a̱ e' ta̱ blëʼkëkëpa wé̱ wa̱ i si̱wé̱ ujche̱n e' ta̱ e' ta̱ ie'pa i kéka̱,
2567,e's,así,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,e's,
2568,e' kapéyèkẽ blë'këkë dör,ese los mayores los cura,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,e' kapéyèke̱ blëʼkëkë dör,
2569,"ie'pa ák tso' e' wa ö ie'pa i kapéyèkẽ "" mismo """,las piedras que tienen ellos con ese mismo los cura ellos,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,"ie'pa ák tso' e' wa ö ie'pa i kapéyèke̱ ""mismo""",
2570,ie'pa dör e' kapéyèkẽ be' ñẽ' ye' wóqs i kiè e' kapë ie'pa e' bua'wèxkẽnẽ,"ellos los cura , como aquella que usted me acaba de decir",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ie'pa dör e' kapéyèke̱ be' ñe̱' ye' wö́s i kiè e' kapë ie'pa e' bua'wè̱ke̱ne̱,
2571,nãĩ' e' sĩã'wö tso' i shùxã,que la danta tiene piedras por dentro,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,na̱i̱' e' si̱a̱'wö tso' i shù̱a̱,
2572,ése yèkẽ ie'pa îxñẽ be' tso' ichà apàkök ie míxkã se' yóqrkẽ awá ie tã,esos la sacan ellos hoy usted dijo que como se forma un awá,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ése yèke̱ ie'pa î̱ñe̱ be' tso' ichà apàkök ie mí̱ka̱ se' yö́rke̱ awá ie ta̱,
2573,yárule,ceremoniado,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,yárule,
2574,ése wa ie'pa e' bua'wèxkẽ,con ese ellos se curan,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ése wa ie'pa e' bua'wè̱ke̱,
2575,érë wéx wã i ujchẽn e' tã wéx wã i sĩwéx ujchẽn e' tã e'r se' bua'wéx,"pero aquellos que sabe , aquellos que conoce su conocimiento ese si nos cura",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,érë wé̱ wa̱ i ujche̱n e' ta̱ wé̱ wa̱ i si̱wé̱ ujche̱n e' ta̱ e'r se' bua'wé̱,
2576,wéx kèq wã e' ujchẽn wéx yòqnâxnã éq yànâxnã éq,"aquellos que no saben , y se formó así a la nada y fué ceremoniado",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,wé̱ kë̀ wa̱ e' ujche̱n wé̱ yö̀nâ̱na̱ ë́ yànâ̱na̱ ë́,
2577,"e' tã kèq e' ã se' bua'nêxnẽ éq e' se' wóqikèmĩ "" pero "" kèq se' wà bua'nêxnẽ",eso no cura puede soplar pero nosotros no mejoramos,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,"e' ta̱ kë̀ e' a̱ se' bua'nê̱ne̱ ë́ e' se' wö́ikèmi̱ ""pero"" kë̀ se' wà bua'nê̱ne̱",
2578,se' wake' dawòqwãdà,siempre uno morirá,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,se' wake' dawö̀wa̱dà,
2579,e's,asi,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,e's,
2580,ye' éxn bikö blë'këkëpa ulìtãnẽ wã e' sĩwéx ujchẽn,yo pensaba que todos los mayores saben esa conocimiento,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ye' é̱n bikö blëʼkëkëpa ulìta̱ne̱ wa̱ e' si̱wé̱ ujche̱n,
2581,no kèqr e's,"no , no es asi",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,no kë̀r e's,
2582,kèqr e',no es asi,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,kë̀r e',
2583,kèqr e's,no lo es,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,kë̀r e's,
2584,tã wéx wéx wã i ujchẽn,"el que , que sabe",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ta̱ wé̱ wé̱ wa̱ i ujche̱n,
2585,"e' tã e' "" sí "" se' bua'wèxnẽ wéx kèq ujchẽn e' tã","entonces ese si nos cura , aquel que no sabe entonces",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,"e' ta̱ e' ""sí"" se' bua'wè̱ne̱ wé̱ kë̀ ujche̱n e' ta̱",
2586,wéx wã i sĩwéx ujchẽn e' e'r se' bua'wèxnẽ,el que sabe el conocimiento ese nos cura,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,wé̱ wa̱ i si̱wé̱ ujche̱n e' e'r se' bua'wè̱ne̱,
2587,"e' wéqm "" sí "" dör se' bua'wèxnẽ wéx kèq wã i sĩwéx ujchẽn","ese persona si nos cura , el que no sabe el conocimiento",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,"e' wë́m ""sí"" dör se' bua'wè̱ne̱ wé̱ kë̀ wa̱ i si̱wé̱ ujche̱n",
2588,kũèxkẽnẽ érë ie' wã i wòq ánĩk e' tã,encuentra pero cuando él tiene la piedra,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ku̱è̱ke̱ne̱ érë ie' wa̱ i wö̀ áni̱k e' ta̱,
2589,"wàwa i wòqwa e' tã "" sí """,original de hecho entonces asi si,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,"wàwa i wö̀wa e' ta̱ ""sí""",
2590,ie' wã i sĩwéx ujchẽn,el sabe el conocimiento,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ie' wa̱ i si̱wé̱ ujche̱n,
2591,tã kèq ie' wã i wòq tã tã kèq ĩã se' bua'nêxnẽ,y si el no tiene la piedra no puede curarnos,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ta̱ kë̀ ie' wa̱ i wö̀ ta̱ ta̱ kë̀ i̱a̱ se' bua'nê̱ne̱,
2592,"no ie' wã i ujchẽn e' tã ie' kèq wã i wö tã "" pero "" ie' dör",no aunque el no tenga la piedra pero el puede,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,"no ie' wa̱ i ujche̱n e' ta̱ ie' kë̀ wa̱ i wö ta̱ ""pero"" ie' dör",
2593,ie' wã i ujchẽn e' tã ie' se' bua'wéxnẽ,el sabe entonces el nos cura,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ie' wa̱ i ujche̱n e' ta̱ ie' se' bua'wé̱ne̱,
2594,e' wake' dalì wö e' dalì wö e' wã i ujchẽn e' tã e' se' bua'wéx,ese es siempre piedra piedra si conoce entonces cura a nosotros,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,e' wake' dalì wö e' dalì wö e' wa̱ i ujche̱n e' ta̱ e' se' bua'wé̱,
2595,wéx kèq wã i ujchẽn dà ã e' tã wake' se' ichè awá tsítsirpa ö,el que no conoce del todo entonces siempre nosotros decimos los sukias menores,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,wé̱ kë̀ wa̱ i ujche̱n dà a̱ e' ta̱ wake' se' ichè awá tsítsirpa ö,
2596,e' tã wake' kèq e' ã se' bua'nêxnẽ,ese siempre no nos cura,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,e' ta̱ wake' kë̀ e' a̱ se' bua'nê̱ne̱,
2597,kèq e' se' bua'nẽ,no nos cura,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,kë̀ e' se' bua'ne̱,
2598,wóqsũk tã,tambien y,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,wö́su̱k ta̱,
2599,kèq sö e' ichà e' tã se' bua'naĩã,no es la victima la persona entonces se cura,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,kë̀ sö e' ichà e' ta̱ se' bua'nai̱a̱,
2600,e' ichà sö e'tã kèq wake' se' bua'nẽ,es victima uno entonces siempre no nos curamos,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,e' ichà sö e'ta̱ kë̀ wake' se' bua'ne̱,
2601,e' tã ie' se' yèwadàë,entonces siempre ella se vengará,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,e' ta̱ ie' se' yèwadàë,
2602,e' tã wake' ie' se' yèwadà wake',"entonces ella se vengara siempre de nosotros , siempre",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,e' ta̱ wake' ie' se' yèwadà wake',
2603,"érë se' wòqikẽmĩ blë'këkëpa wã i ujchẽn "" pero "" wake' kànãkã kèq bua'nêxnẽ bua'",no importa que los mayores soplan a nosotros de todos modos no se cura,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,"érë se' wö̀ike̱mi̱ blëʼkëkëpa wa̱ i ujche̱n ""pero"" wake' kàna̱ka̱ kë̀ bua'nê̱ne̱ bua'",
2604,kèq bua'nêxnẽ yéqs wake' se' yèwadà irir,no cura totalmente siempre habrá venganza,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,kë̀ bua'nê̱ne̱ yë́s wake' se' yèwadà irir,
2605,e's irir,así es,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,e's irir,
2606,ùxùxùx,uuu,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ù̱ù̱ù̱,
2607,ye' ẽn bikö e' wòqikèkẽ blë'këkëpa,yo pienso que los mayores soplaban y,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ye' e̱n bikö e' wö̀ikèke̱ blëʼkëkëpa,
2608,wéx blë'këkëpa e' se' wòqikèkẽ tã se' bua'nã,donde un mayor sopla a nosotros y se cura,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,wé̱ blëʼkëkëpa e' se' wö̀ikèke̱ ta̱ se' bua'na̱,
2609,no,no,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,no,
2610,kèq e's,no es asi,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,kë̀ e's,
2611,wéxalê kèq wã i sĩwéx ujchẽn,algunos no saben el conocimiento,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,wé̱alê kë̀ wa̱ i si̱wé̱ ujche̱n,
2612,wéx kèq wã kèq i sĩwéx ujchẽn e' kèq ã se' bua'nẽ,"el que no sabe el conocimiento , ese no puede curararnos",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,wé̱ kë̀ wa̱ kë̀ i si̱wé̱ ujche̱n e' kë̀ a̱ se' bua'ne̱,
2613,éq e' se' wòqike e' wòqike se' wòqikèmĩ tkéql,para nada se sopla se sopla a nosotros hasta cuatro veces,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ë́ e' se' wö̀ike e' wö̀ike se' wö̀ikèmi̱ tkë́l,
2614,pero kèq wake' se' bua'nẽ,pero no nos curamos siempre,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,pero kë̀ wake' se' bua'ne̱,
2615,se' yík ã péq tè irir tãîxë,nos sale mucha sangre por la nariz,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,se' yík a̱ pë́ tè irir ta̱î̱ë,
2616,se' yík ã péq tkèqnâxnã e' dalèqnãwã se' ã,"sangramos por la nariz , causandonos dolor",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,se' yík a̱ pë́ tkë̀nâ̱na̱ e' dalë̀na̱wa̱ se' a̱,
2617,e'r se' se' míxk ã se' péq tkáwa tã,eso hace que a nosotros se le derrame sangre,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,e'r se' se' mí̱k a̱ se' pë́ tkáwa ta̱,
2618,wèxs íyiwak kòqchi ie ì ie ujtèwã se' tabèla wã ie mìxk ã se' yík e' ã se' péq èxnãwa tã ya se' sĩwã' yèqnã,"asi como se sacrifica animales como cerdos y otros , con cuchilla cuando le sale sangre por la nariz quedando si oxigeno",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,wè̱s íyiwak kö̀chi ie ì ie ujtèwa̱ se' tabèla wa̱ ie mì̱k a̱ se' yík e' a̱ se' pë́ è̱na̱wa ta̱ ya se' si̱wa̱' yë̀na̱,
2619,"e' tã "" ya """,y entonces ya,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,"e' ta̱ ""ya""",
2620,tkèqnâxnã ie wèxs tabè ie ì ie se' tè e's kèq e' wòqklörtã kèq e' yéqrkũ tsir ë wèxs kòqchi ie i tké se' tabèla wa e's,"chorrea como uno se corta con machete asi mismo , no se para , no es que sangra poco , como cerdo cuando se corta con cuchilla",CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,tkë̀nâ̱na̱ ie wè̱s tabè ie ì ie se' tè e's kë̀ e' wö̀klörta̱ kë̀ e' yë́rku̱ tsir ë wè̱s kö̀chi ie i tké se' tabèla wa e's,
2621,ujtèwã e's tã kòxs ie' péq yèqnã e's se' péq tsikìnãwã wèxs di' tsikèwã wã e's,matar asi mismo como se revienta a nosotros la sangre como reventar agua asi,CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña,ujtèwa̱ e's ta̱ kò̱s ie' pë́ yë̀na̱ e's se' pë́ tsikìna̱wa̱ wè̱s di' tsikèwa̱ wa̱ e's,
